"Business.File.Number","License.Type","Entity.Name","Trade.Name","Facility.Zip.Code","ADDRESS"
"2012-BFN-1061591","Marijuana Grow Center","WANNA, LLC","NORTHERN LIGHTS CANNABIS CO","80223","1865 S ACOMA ST , DENVER, CO"
"2013-BFN-1068939","Infrastructure Production Manufacturing","INFUZIONZ, LLC","NECTAR BEE","80216","4410 N WASHINGTON ST , DENVER, CO"
"2013-BFN-1069131","Retail Marijuana Store","ASCEND II, LLC","ASCEND II","80237","3555 S YOSEMITE ST , DENVER, CO"
"2013-BFN-1068457","Infrastructure Production Manufacturing","ZUNI WELLNESS CENTER, LLC","THE LAB","80239","5098 N PARIS ST , DENVER, CO"
"2013-BFN-1069397","Retail Marijuana Store","DISCOUNT MEDICAL MARIJUANA, LLC","HIGH LEVEL HEALTH","80206","2028 E COLFAX AVE , DENVER, CO"
"2013-BFN-1069431","Marijuana Grow Center","KAZIMER LLC","","80223","1233 W ALAMEDA AVE , DENVER, CO"
"2013-BFN-1069433","Marijuana Grow Center","EJB VENTURES, LLC","HARMONY EXTRACTS","80216","4237 N JOSEPHINE ST , DENVER, CO"
"2013-BFN-1066867","Medical Marijuana Center","DENCO, LLC","","80216","5155 E 46TH AVE , DENVER, CO"
"2013-BFN-1069081","Retail Marijuana Store","RJJ MORRISON II, LLC","NATIVE ROOTS MORRISON, NATIVE ROOTS WEST DENVER","80219","4000  MORRISON RD , DENVER, CO"
"2013-BFN-1069087","Marijuana Grow Center","NORTHERN LIGHTS NATURALS, LLC","NORTHERN LIGHTS CANNABIS CO",NA,"4444 N YORK ST , DENVER, CO"
"2013-BFN-1068963","Marijuana Grow Center","SWEETWATER PARTNERS LLC","EL JEFE","80216","4260 N KEARNEY ST , DENVER, CO"
"2013-BFN-1068985","Marijuana Grow Center","SWEETWATER PARTNERS LLC","THE PREZ","80216","4240 N KEARNEY ST , DENVER, CO"
"2013-BFN-1068761","Infrastructure Production Manufacturing","DKC, LLC","KUSH CONCENTRATES","80216","4960 N JACKSON ST , DENVER, CO"
"2013-BFN-1067863","Infrastructure Production Manufacturing","TR SCIENTIFIC, LLC","THE ROOT OF IT ALL","80239","3770 N JOLIET ST , DENVER, CO"
"2013-BFN-1069021","Marijuana Grow Center","MILE HIGH THERAPEUTIC NETWORK, LLC","ALTITUDE WEST",NA,"900 N VALLEJO ST , DENVER, CO"
"2013-BFN-1069593","Marijuana Grow Center","GOLDEN MEDS INC","GM ENTERPRISE, INC","80216","5077 N COLORADO BLVD , DENVER, CO"
"2014-BFN-1072596","Infrastructure Production Manufacturing","BELLFLOWER, LLC","",NA,"1001 W CENTER AVE , DENVER, CO"
"2014-BFN-1073564","Retail Marijuana Store","CANNABIS CORP","THE JOINT BY CANNABIS","80212","4735 W 38TH AVE , DENVER, CO"
"2014-BFN-1074124","Marijuana Grow Center","CONCENTRATE LLC","CONCENTRATE","80239","11100 E 51ST AVE , DENVER, CO"
"2014-BFN-0002198","Marijuana Grow Center","AREN & DAVES DREAM, LLC","SERGEANT GREEN LEAF","80223","803 S JASON ST , DENVER, CO"
"2014-BFN-0001998","Marijuana Grow Center","SMART CARE, LLC","SMART CARE EXTRACTS","80216","4668 N GLENCOE ST , DENVER, CO"
"2014-BFN-0002265","Marijuana Grow Center","SISSCO, LLC","TRENCHTOWN","80204","1619 W 12TH AVE , DENVER, CO"
"2014-BFN-0003138","Retail Marijuana Store","AMERICAN INDUSTRY, LLC","DENVER CLONE STORE","80219","755 S FEDERAL BLVD , DENVER, CO"
"2014-BFN-0003159","Marijuana Grow Center","RJJ SHERIDAN, LLC","NATIVE ROOTS LITTLETON","80216","4990 N DAHLIA ST , DENVER, CO"
"2014-BFN-0004431","Marijuana Grow Center","EC LABS, LLC","ENDOCANNA","80216","4300 N FOREST ST , DENVER, CO"
"2014-BFN-0003960","Marijuana Grow Center","PINEAPPLE EXCHANGE, LLC","PINEAPPLE EXCHANGE","80223","2218 S KALAMATH ST , DENVER, CO"
"2014-BFN-0005659","Marijuana Test Facility","NORDIC ANALYTICAL LABORATORIES LLC","NORDIC ANALYTICAL LABORATORIES, LLC","80207","3960 N Grape  , DENVER, CO"
"2014-BFN-0005518","Marijuana Grow Center","GUARANTEED GREEN LTD","","80239","4800 N OAKLAND ST , DENVER, CO"
"2015-BFN-0000791","Marijuana Grow Center","C.G. INDUSTRY, LLC","CROSS GENETICS","80216","4902 E SMITH RD , DENVER, CO"
"2015-BFN-0001410","Medical Marijuana Center","GREEN GARDENS LLC","GREEN FIELDS","80216","4800 N BRIGHTON BLVD , DENVER, CO"
"2015-BFN-0000980","Marijuana Grow Center","CO-AGRONOMICS LLC","THE GREEN DEPOT","80216","4414 N VINE ST , DENVER, CO"
"2015-BFN-0000979","Medical Marijuana Center","CO-AGRONOMICS LLC","THE GREEN DEPOT","80216","4414 N VINE ST , DENVER, CO"
"2015-BFN-0002385","Retail Marijuana Store","AMERICAN INDUSTRY, LLC","DENVER CLONE STORE","80216","4571 N Ivy  , DENVER, CO"
"2015-BFN-0007668","Marijuana Grow Center","RJJ HIGHLANDS, LLC","NATIVE ROOTS HIGHLANDS","80216","4990 N DAHLIA ST , DENVER, CO"
"2015-BFN-0007661","Marijuana Grow Center","RJJ COLORADO SPRINGS, LLC","NATIVE ROOTS COLORADO SPRINGS","80216","4990 N DAHLIA ST , DENVER, CO"
"2016-BFN-0004787","Infrastructure Production Manufacturing","PUEBLO WELLNESS","BOULDER BLACK GOLD",NA,"5060 N Logan  , DENVER, CO"
"2016-BFN-0006936","Marijuana Grow Center","ROOTS MANAGEMENT LLC","","80223","795 S JASON ST , DENVER, CO"
"2017-BFN-0000772","Infrastructure Production Manufacturing","ROCKY MOUNTAIN WAYS LLC","GOOD MEDS","80204","866 N Navajo ST , DENVER, CO"
"2017-BFN-0000779","Infrastructure Production Manufacturing","CONSCIOUS CONFECTIONS II, LLC","NATIVE ROOTS EXTRACT","80216","4990 N Dahlia St , DENVER, CO"
"2017-BFN-0002776","Infrastructure Production Manufacturing","LBW CONSULTING GROUP LLC","","80239","5070 N Oakland ST , DENVER, CO"
"2017-BFN-0002866","Marijuana Grow Center","BGOOD VENTURES, LLC","BGOOD APOTHECARY","80223","2165 S Kalamath ST , DENVER, CO"
"2017-BFN-0008896","Infrastructure Production Manufacturing","MX LLC","","80239","3855 N Quentin St , DENVER, CO"
"2017-BFN-0008899","Marijuana Grow Center","MX LLC","","80239","3855 N Quentin St , DENVER, CO"
"2018-BFN-0002828","Marijuana Transporter","COLORADO LOGISTICS LLC","","80223","2145 S Platte  , DENVER, CO"
"2010-BFN-1048103","Medical Marijuana Center","COLORADO FARMS, INC.","","80239","11975 E 40TH AVE , DENVER, CO"
"2010-BFN-1048130","Medical Marijuana Center","A CUT OFF THE TOP MEDICAL MARIJUANA LLC","","80204","2059 W 9TH AVE , DENVER, CO"
"2010-BFN-1045881","Medical Marijuana Center","GT VENTURES I LLC","PANDO",NA,"777 N Canosa  , DENVER, CO"
"2010-BFN-1045897","Medical Marijuana Center","ABUNDANT HEALTH DENVER, LLC","HERBAN UNDERGROUND","80203","70 N BROADWAY  , DENVER, CO"
"2010-BFN-1045715","Medical Marijuana Center","COLORADO COLITAS, LLC","HERBAL REMEDIES","80219","5109 W ALAMEDA AVE , DENVER, CO"
"2010-BFN-1045716","Medical Marijuana Center","GMC, LLC","GREEN MAN CANNABIS","80224","7289 E HAMPDEN AVE , DENVER, CO"
"2010-BFN-1045758","Medical Marijuana Center","BIOCARE INC.","NUGGS","80239","3899 N QUENTIN ST , DENVER, CO"
"2010-BFN-1045759","Medical Marijuana Center","SIMPLY PURE EDIBLES COLORADO LLC","SIMPLY PURE EDIBLES","80223","2160 S LIPAN ST , DENVER, CO"
"2010-BFN-1045653","Medical Marijuana Center","RME GROUP, LLC","AFFINITY","80220","7739 E COLFAX AVE , DENVER, CO"
"2010-BFN-1045848","Medical Marijuana Center","NUTRITIONAL ELEMENTS, INC","THE HEALTH CENTER","80222","2777 S COLORADO BLVD , DENVER, CO"
"2010-BFN-1045858","Medical Marijuana Center","HG LTD","HIGHER GRADE","80204","1269 N ELATI ST , DENVER, CO"
"2010-BFN-1045859","Medical Marijuana Center","RINO SUPPLY CO, INC.","","80205","3100  BLAKE ST , DENVER, CO"
"2010-BFN-1045704","Medical Marijuana Center","5280 WELLNESS, LLC","MMJ AMERICA GOLDEN TRIANGLE","80204","1321 N ELATI ST , DENVER, CO"
"2010-BFN-1045407","Medical Marijuana Center","JVJC HOLDINGS II, LLC","","80203","105 E 7TH AVE , DENVER, CO"
"2010-BFN-1045409","Medical Marijuana Center","METRO CANNABIS, INC.","SILVER STEM FINE CANNABIS","80220","8151 E COLFAX AVE , DENVER, CO"
"2010-BFN-1045424","Medical Marijuana Center","THE GIVING TREE OF DENVER, LLC","","80211","2707 W 38TH AVE , DENVER, CO"
"2010-BFN-1045793","Medical Marijuana Center","TREATMENTS UNLIMITED, LLC","ALTITUDE EAST","80224","6858 E EVANS AVE , DENVER, CO"
"2012-BFN-1060928","Marijuana Grow Center","KIND LOVE, LLC","KIND LOVE","80239","4890 N JOLIET ST , DENVER, CO"
"2012-BFN-1060933","Marijuana Grow Center","BEYOND BROADWAY , LLC","LIVWELL","80216","5141 N FRANKLIN ST , DENVER, CO"
"2012-BFN-1060945","Marijuana Grow Center","5280 WELLNESS, LLC","MMJ AMERICA GOLDEN TRIANGLE","80223","1205 W EVANS AVE , DENVER, CO"
"2012-BFN-1060557","Marijuana Grow Center","COLORADO MANAGEMENT HOLDINGS.INC","CMH","80216","5051 E 41ST AVE , DENVER, CO"
"2013-BFN-1065542","Marijuana Grow Center","GREEN FIELDS, LLC","GREENFIELDS",NA,"5200 E Smith  , DENVER, CO"
"2013-BFN-1065543","Medical Marijuana Center","3B-38, LLC","BUDDY BOY","80212","4012 W 38TH AVE , DENVER, CO"
"2012-BFN-1061767","Marijuana Grow Center","TWOG-WALNUT, LLC","BUDDY BOY","80216","4501  Wynkoop  , DENVER, CO"
"2012-BFN-1061638","Marijuana Grow Center","THE HERBAL CURE, LLC","","80209","985 S LOGAN ST , DENVER, CO"
"2012-BFN-1061911","Infrastructure Production Manufacturing","BETTER BAKED LLC","","80239","3770 N PARIS ST , DENVER, CO"
"2012-BFN-1062450","Marijuana Grow Center","ROCKY MOUNTAIN WAYS LLC","GOOD MEDS","80204","866 N NAVAJO ST , DENVER, CO"
"2012-BFN-1062452","Marijuana Grow Center","LITTLE BROWN HOUSE DISPENSARY, LLC","LITTLE BROWN HOUSE","80216","4425 E 46TH AVE , DENVER, CO"
"2012-BFN-1061587","Marijuana Grow Center","HERBAL HEALTH, LLC","LOCAL PRODUCT OF COLORADO","80207","3930 N HOLLY ST , DENVER, CO"
"2012-BFN-1061755","Marijuana Grow Center","3B-UMATILLA, LLC","BUDDY BOY","80204","777 N UMATILLA ST , DENVER, CO"
"2012-BFN-1061756","Marijuana Grow Center","3B-FEDERAL1, LLC","BUDDY BOY","80204","777 N UMATILLA ST , DENVER, CO"
"2013-BFN-1069493","Marijuana Grow Center","GREEN KIWI 2, LLC","LIVWELL","80205","1660 E 40TH AVE , DENVER, CO"
"2013-BFN-1070075","Marijuana Grow Center","EMPIRE MANAGEMENT,LLC","","80223","110 N YUMA ST , DENVER, CO"
"2013-BFN-1069936","Marijuana Grow Center","ORGANIC GREENS, INC","NATURAL REMEDIES","80239","4675 N Kingston ST , DENVER, CO"
"2013-BFN-1070424","Marijuana Grow Center","DISCOUNT MEDICAL MARIJUANA, LLC","HIGH LEVEL HEALTH","80216","3730 E 44TH AVE , DENVER, CO"
"2013-BFN-1070007","Retail Marijuana Store","METRO CANNABIS, INC.","SILVER STEM FINE CANNABIS","80220","8151 E COLFAX AVE , DENVER, CO"
"2013-BFN-1070352","Infrastructure Production Manufacturing","VITA MEDS LLC","PHAT DADDYZ","80223","1397 S CHEROKEE ST , DENVER, CO"
"2013-BFN-1068821","Infrastructure Production Manufacturing","MARY'S MEDICINALS, LLC","","80239","4985 N IRONTON ST , DENVER, CO"
"2013-BFN-1068799","Medical Marijuana Center","MMJ CHEROKEE, LLC","MMJ AMERICA CHEROKEE","80223","1155 S CHEROKEE ST , DENVER, CO"
"2013-BFN-1068801","Marijuana Grow Center","MMJ CHEROKEE, LLC","MMJ AMERICA CHEROKEE","80223","1155 S CHEROKEE ST , DENVER, CO"
"2013-BFN-1069359","Retail Marijuana Store","KAYAK CORP","AMSTERDAM CAFE","80223","1325 S INCA ST , DENVER, CO"
"2014-BFN-1070927","Infrastructure Production Manufacturing","MOUNTAIN HIGH SUCKERS LLC","MOUNTAIN HIGH SUCKERS","80223","400 S LIPAN ST , DENVER, CO"
"2013-BFN-1069368","Marijuana Grow Center","HIGH COUNTRY SUPPLY LLC","COLORADO HARVEST COMPANY","80223","1178 S KALAMATH ST , DENVER, CO"
"2014-BFN-1071511","Marijuana Grow Center","L'EAGLE SERVICES, LLC","L'EAGLE","80223","380 N QUIVAS ST , DENVER, CO"
"2014-BFN-1074181","Marijuana Grow Center","LIPAN GROUP LLC","","80223","50 N LIPAN ST , DENVER, CO"
"2014-BFN-1072818","Retail Marijuana Store","PLATTE VALLEY DISPENSARY, LLC","PLATTE VALLEY DISPENSARY","80211","2301  7TH ST , DENVER, CO"
"2014-BFN-1073508","Infrastructure Production Manufacturing","ROC LABS, LLC","STANLEY BROTHERS","80204","2704 W 8TH AVE , DENVER, CO"
"2014-BFN-1073724","Marijuana Test Facility","PHYTATECH CO, LLC","","80204","879 N FEDERAL BLVD , DENVER, CO"
"2014-BFN-1072744","Marijuana Grow Center","10185 RIDGE LLC","","80204","695 N BRYANT ST , DENVER, CO"
"2014-BFN-1073780","Retail Marijuana Store","HEALTH DEPOT LLC","STICKY BUDS - COLFAX","80220","4615 E COLFAX AVE , DENVER, CO"
"2014-BFN-1071718","Medical Marijuana Center","JVT ENTERPRISES, INC.","COLORADO CANNABIS CONNECTION","80127","4550 S KIPLING ST , DENVER, CO"
"2014-BFN-0002346","Marijuana Grow Center","PHYSICIAN PREFERRED PRODUCTS, LLC","PHYSICIAN PREFERRED PRODUCTS, LLC","80216","4080 N GLOBEVILLE RD , DENVER, CO"
"2014-BFN-0003139","Marijuana Grow Center","AMERICAN INDUSTRY, LLC","DENVER CLONE STORE","80216","4571 N IVY ST , DENVER, CO"
"2014-BFN-0003849","Medical Marijuana Center","HERBAL ALTERNATIVES, LLC","SUNNYSIDE DISPENSARY","80211","4755 N LIPAN ST , DENVER, CO"
"2014-BFN-0004733","Marijuana Grow Center","TWOG-FEDERAL, LLC","BUDDY BOY","80216","5050 N YORK ST , DENVER, CO"
"2015-BFN-0000247","Marijuana Grow Center","SMOKED COLORADO, INC.","MIGHTY TREE","80223","1994 S CHEROKEE ST , DENVER, CO"
"2015-BFN-0000352","Retail Marijuana Store","MILE HIGH DISPENSARY, LLC","MILE HIGH DISPENSARY","80232","1350 S SHERIDAN BLVD , DENVER, CO"
"2015-BFN-0000228","Marijuana Grow Center","MILE HIGH DISPENSARY, LLC","","80223","2252 S KALAMATH ST , DENVER, CO"
"2015-BFN-0002256","Medical Marijuana Center","JPJR AND ASSOCIATES, LLC","STASH HOUSE","80211","4707 N LIPAN ST , DENVER, CO"
"2015-BFN-0001723","Marijuana Grow Center","ANIMAS HERBAL WELLNESS CENTER, INC.","PROHIBITION HERB","80223","1101 S BANNOCK ST , DENVER, CO"
"2015-BFN-0001752","Retail Marijuana Store","SOUTHWEST ALTERNATIVE CARE LLC","","80204","3937 W COLFAX AVE , DENVER, CO"
"2015-BFN-0003926","Retail Marijuana Store","GREENFIELDS, LLC","GREENFIELDS","80223","1798 W MISSISSIPPI AVE , DENVER, CO"
"2015-BFN-0005017","Marijuana Grow Center","VITA MEDS LLC","MR. NICE GUYS","80223","1397 S CHEROKEE ST , DENVER, CO"
"2015-BFN-0004779","Medical Marijuana Center","TOP SHELF, LLC","TOP SHELF","80209","135 S BROADWAY  , DENVER, CO"
"2015-BFN-0006446","Marijuana Grow Center","DRAGON BREATH FARM, INC","DRAGON BREATH FARM","80216","4985 N COLORADO BLVD , DENVER, CO"
"2015-BFN-0008115","Marijuana Grow Center","HERBAL HEALTH, LLC","LOCAL PRODUCT OF COLORADO","80207","3930 N HOLLY ST , DENVER, CO"
"2015-BFN-0008284","Infrastructure Production Manufacturing","LARSEN GROUP II LLC","KJL COMPOUNDS","80216","3215 E 42ND AVE , DENVER, CO"
"2015-BFN-0007866","Marijuana Grow Center","WONDERLAND EDIBLES, LTD","WONDERLAND EDIBLES","80239","5475 N PEORIA ST , DENVER, CO"
"2015-BFN-0007863","Marijuana Grow Center","KGBI COLORADO LLC","SPARK DISPENSARY","80216","3900 E 48th  , DENVER, CO"
"2015-BFN-0008238","Marijuana Grow Center","R.D. INDUSTRIES II, LLC","HOUSE OF DANKNESS","80239","10555 E 45TH AVE , DENVER, CO"
"2015-BFN-0008466","Marijuana Grow Center","RME GROUP, LLC","AFFINITY","80216","5200 E SMITH RD , DENVER, CO"
"2015-BFN-0008395","Marijuana Grow Center","CONSCIOUS CONFECTIONS II, LLC","NATIVE ROOTS EXTRACTS","80216","4990 N DAHLIA ST , DENVER, CO"
"2016-BFN-0001382","Marijuana Grow Center","D&D CONSULTING INC","SOUTHWEST ALTERNATIVE CARE FOX ST","80223","1075 S FOX ST , DENVER, CO"
"2016-BFN-0002884","Infrastructure Production Manufacturing","434 GROUP, LLC","VIOLA'S EXTRACTS","80239","4645 N Joliet  , DENVER, CO"
"2016-BFN-0002493","Marijuana Test Facility","AGRICOR LABORATORIES, LLC","","80223","1001 S GALAPAGO ST , DENVER, CO"
"2016-BFN-0003858","Marijuana Grow Center","HADCAV ENTERPRISES INC.","PURE MEDICAL DISPENSARY","80239","5475 N Peoria  , DENVER, CO"
"2016-BFN-0003947","Marijuana Grow Center","JVT ENTERPRISES, INC.","COLORADO CANNABIS CONNECTION",NA,"1075 S JASON ST , DENVER, CO"
"2016-BFN-0004810","Retail Marijuana Store","BK HOLDINGS, LLC","THE HERBAL CENTER","80210","1909 S BROADWAY  , DENVER, CO"
"2016-BFN-0004616","Infrastructure Production Manufacturing","PEORIA PARTNERS, LLC","DISTRICT EDIBLES COLORADO","80239","5475 N Peoria  , DENVER, CO"
"2016-BFN-0005177","Infrastructure Production Manufacturing","CONNOISSEURS GENECTICS & CONCENTRATES LLC","","80223","2255 S KALAMATH ST , DENVER, CO"
"2017-BFN-0001430","Marijuana Grow Center","DJR COLORADO LLC","","80239","4755 N Lima ST , DENVER, CO"
"2018-BFN-0000285","Marijuana Grow Center","LEVELS IV INC","LEVELS IV INC","80216","4015 N Elati St , DENVER, CO"
"2018-BFN-0003056","Marijuana Transporter","GPS TRANSPORTATION, LLC","","80223","2186 S Jason St , DENVER, CO"
"2010-BFN-1045906","Medical Marijuana Center","LITTLE BROWN HOUSE DISPENSARY, LLC","LITTLE BROWNHOUSE DISPENSARY","80210","1995 S BROADWAY  , DENVER, CO"
"2010-BFN-1046299","Medical Marijuana Center","WASH PARK BOUTIQUE, LLC","LUCY SKY CANNABIS BOUTIQUE","80210","2215 E MISSISSIPPI AVE , DENVER, CO"
"2010-BFN-1047285","Medical Marijuana Center","LIGHTSHADE LABS, LLC","LIGHTSHADE","80232","1126 S SHERIDAN BLVD , DENVER, CO"
"2010-BFN-1047290","Medical Marijuana Center","MAYFLOWER GROUP, LLC","THE HEALTH CENTER","80218","1736 N DOWNING ST , DENVER, CO"
"2010-BFN-1046698","Medical Marijuana Center","5110 SANCTUARY LLC","","80216","5110 N RACE ST , DENVER, CO"
"2010-BFN-1045604","Medical Marijuana Center","BGOOD VENTURES, LLC","BGOOD","80209","80 S PENNSYLVANIA ST , DENVER, CO"
"2010-BFN-1045610","Medical Marijuana Center","URBAN HEALTH & WELLNESS INC","URBAN DISPENSARY","80211","2675 W 38TH AVE , DENVER, CO"
"2010-BFN-1048423","Medical Marijuana Center","PHILOSOPHIZE, LLC","HIGH ROLLERS","80210","1445 S PEARL ST , DENVER, CO"
"2012-BFN-1063645","Marijuana Grow Center","LIV WELL I, LLC","LIVWELL","80216","5141 N FRANKLIN ST , DENVER, CO"
"2012-BFN-1060884","Marijuana Grow Center","PLATTE VALLEY DISPENSARY, LLC","PLATTE VALLEY DISPENSARY","80205","3926 N RACE ST , DENVER, CO"
"2012-BFN-1060800","Marijuana Grow Center","RIVERROCK, LLC","RIVERROCK","80216","4905 E 41ST AVE , DENVER, CO"
"2012-BFN-1061541","Marijuana Grow Center","GMC, LLC","GREEN MAN CANNABIS","80223","2191 S PLATTE DR , DENVER, CO"
"2012-BFN-1061545","Marijuana Grow Center","HERBAL ALTERNATIVES LLC","SUNNYSIDE DISPENSARY","80211","4755 N LIPAN ST , DENVER, CO"
"2012-BFN-1061552","Marijuana Grow Center","DOCTORS ORDERS LLC","DOCTORS ORDERS","80223","2323 S LIPAN ST , DENVER, CO"
"2012-BFN-1060764","Marijuana Grow Center","THE TEA POT, LLC","","80216","2121 E 44TH AVE , DENVER, CO"
"2012-BFN-1061596","Marijuana Grow Center","D&D CONSULTING INC.","SOUTHWEST ALTERNATIVE CARE FOX ST","80223","1075 S FOX ST , DENVER, CO"
"2012-BFN-1060534","Marijuana Grow Center","MAGNA MARKETING, INC","HERBS 4 YOU","80223","1325 S INCA ST , DENVER, CO"
"2013-BFN-1069093","Marijuana Grow Center","MILE HIGH MEDICAL CANNABIS, LLC","LIT","80216","4611 E 46TH AVE , DENVER, CO"
"2013-BFN-1067498","Infrastructure Production Manufacturing","RMZ, LLC","","80216","4875 E 41ST AVE , DENVER, CO"
"2013-BFN-1069099","Retail Marijuana Store","DRAGON PARTNERS, LLC","GREEN DRAGON COLORADO","80220","5130 E COLFAX AVE , DENVER, CO"
"2013-BFN-1064224","Marijuana Grow Center","KARMACEUTICALS, LLC","KARMACEUTICALS","80223","4 S SANTA DR , DENVER, CO"
"2013-BFN-1067099","Marijuana Grow Center","MILE HIGH DISPENSARY, LLC","MILE HIGH DISPENSARY","80223","54 N LIPAN ST , DENVER, CO"
"2013-BFN-1064833","Infrastructure Production Manufacturing","MILE HIGH DISTRIBUTING LLC",".","80223","775 S JASON ST , DENVER, CO"
"2013-BFN-1064834","Infrastructure Production Manufacturing","Mx, LLC","","80239","3855 N QUENTIN ST , DENVER, CO"
"2013-BFN-1068934","Retail Marijuana Store","COLORADO HEALTH CONSULTANTS, LLC","STARBUDS","80216","4690 N BRIGHTON BLVD , DENVER, CO"
"2013-BFN-1069174","Retail Marijuana Store","DJR COLORADO, LLC","","80202","1620  Market  , DENVER, CO"
"2013-BFN-1068869","Retail Marijuana Store","L3ASTOCKCOMPLEX LLC","EUFLORA","80216","4305 N BRIGHTON BLVD , DENVER, CO"
"2013-BFN-1070231","Retail Marijuana Store","LIVWELL III, LLC","LIV WELL","80223","1941 W Evans  , DENVER, CO"
"2013-BFN-1068508","Marijuana Grow Center","BEYOND BROADWAY, LLC","LIVWELL","80216","5141 N FRANKLIN ST , DENVER, CO"
"2013-BFN-1068453","Marijuana Grow Center","D&D CONSULTING, INC","KAYA CANNABIS","80211","1127 W 46TH AVE , DENVER, CO"
"2013-BFN-1069436","Retail Marijuana Store","COMPASSIONATE CARE GIVERS, INC","ROCKY MOUNTAIN HIGH","80223","1233 W Alameda  , DENVER, CO"
"2013-BFN-1069272","Marijuana Grow Center","TETRAHYDROCENTER, LLC","TETRAHYDRO CENTER","80216","4400 N YORK ST , DENVER, CO"
"2013-BFN-1069019","Retail Marijuana Store","MILE HIGH THERAPEUTIC NETWORK, LLC","ALTITUDE WEST","80219","1568 S FEDERAL BLVD , DENVER, CO"
"2013-BFN-1069621","Infrastructure Production Manufacturing","CLEARVIEW INDUSTRIES, LLC","","80223","2145 W EVANS AVE , DENVER, CO"
"2013-BFN-1069633","Retail Marijuana Store","GG MERCANTILE, LLC","REDEYE RELEAF","80223","1410 S SANTA DR , DENVER, CO"
"2014-BFN-1073566","Marijuana Grow Center","BIG TOE, LLC","FINE TREES","80239","5353 N JOLIET ST , DENVER, CO"
"2014-BFN-0002000","Infrastructure Production Manufacturing","SMART CARE, LLC","SMART CARE","80216","4696 N GLENCOE ST , DENVER, CO"
"2014-BFN-0002344","Marijuana Grow Center","PHYSICIAN PREFERRED PRODUCTS, LLC","PHYSICIAN PREFERRED PRODUCTS, LLC","80216","4080 N GLOBEVILLE RD , DENVER, CO"
"2014-BFN-0004041","Marijuana Grow Center","MEDICALLY CORRECT LLC","INCREDIBLES","80223","1150 W CUSTER PL , DENVER, CO"
"2014-BFN-0004282","Marijuana Grow Center","KIND LOVE, LLC","","80239","4890 N JOLIET ST , DENVER, CO"
"2014-BFN-0005410","Marijuana Grow Center","WELLNESS CENTER OF THE ROCKIES, INC.","","80223","2130 S LIPAN ST , DENVER, CO"
"2014-BFN-0005235","Marijuana Grow Center","PRIMA BRANDS LLC","PRIMA CANNABIS COMPANY","80239","5475 N PEORIA  , DENVER, CO"
"2014-BFN-0005517","Infrastructure Production Manufacturing","GUARANTEED GREEN LTD","OLIO","80239","4800 N OAKLAND ST , DENVER, CO"
"2014-BFN-0005394","Marijuana Grow Center","R.D. INDUSTRIES LLC","","80239","10555 E 45TH AVE , DENVER, CO"
"2013-BFN-1069254","Marijuana Grow Center","1617 WAZEE STREET, LLC","LODO WELLNESS CENTER","80202","1617  WAZEE ST , DENVER, CO"
"2013-BFN-1069050","Marijuana Grow Center","NATURES CURE III, LLC","THE COLFAX POT SHOP","80223","1342 W CEDAR AVE , DENVER, CO"
"2013-BFN-1069082","Marijuana Grow Center","JET BLACK ENTERPRISES","LEIFFA","80207","5775 E 39TH AVE , DENVER, CO"
"2013-BFN-1068986","Infrastructure Production Manufacturing","CLAUDETTE HOMEGROWN LLC","MOUNTAIN MEDICINES","80203","334 E COLFAX AVE , DENVER, CO"
"2013-BFN-1069002","Marijuana Grow Center","DKC, LLC","DENVER KUSH CLUB","80216","4960 N JACKSON ST , DENVER, CO"
"2013-BFN-1069003","Retail Marijuana Store","MILE HIGH MEDICAL, LLC","MMJ AMERICA UPTOWN","80205","2042  ARAPAHOE ST , DENVER, CO"
"2013-BFN-1069647","Marijuana Grow Center","JBC ENTERPRISES, LLC","FAT FACE FARMS","80239","4700 N Kingston  , DENVER, CO"
"2014-BFN-1072960","Marijuana Grow Center","NATURE MED, INC","KIND-MEDS","80207","5105 E 38TH AVE , DENVER, CO"
"2014-BFN-1073917","Infrastructure Production Manufacturing","CC FOODS, LLC","",NA,"4502 N Washington  , DENVER, CO"
"2014-BFN-1074485","Marijuana Grow Center","SOLACE MEDS LLC","","80223","1015 W EVANS AVE , DENVER, CO"
"2014-BFN-0002255","Infrastructure Production Manufacturing","CLIINTEL CAPITAL GROUP, LLC","","80216","5156 N CLARKSON ST , DENVER, CO"
"2014-BFN-0003135","Marijuana Grow Center","STAYCON, LLC","CRAFT","80204","688 N BRYANT  , DENVER, CO"
"2014-BFN-0004314","Marijuana Grow Center","NEW AMSTERDAM ORGANICS LTD","NEW AMSTERDAM ORGANICS","80223","150 N RIO BLVD , DENVER, CO"
"2014-BFN-0005221","Marijuana Grow Center","BK HOLDINGS, LLC","","80239","12001 E 37TH AVE , DENVER, CO"
"2014-BFN-0005631","Infrastructure Production Manufacturing","LUMINESCENCE LABS, INC","DENVER DAB COMPANY","80207","3925 N ONEIDA ST , DENVER, CO"
"2015-BFN-0001109","Retail Marijuana Store","MILE HIGH WELLNESS II, LLC","MILE HIGH WELLNESS - GREEN STREET","80223","2291 S KALAMATH ST , DENVER, CO"
"2015-BFN-0003803","Retail Marijuana Store","RJJ SANTA FE, LLC","NATIVE ROOTS SANTA FE",NA,"2645 S Santa  , DENVER, CO"
